"card","reports","age","income","share","expenditure","owner","selfemp","dependents","months","majorcards","active","S","Z","D1","D2","Y"
"no",0,21.08333,9.9999,0.0001200012,0,"no","no",2,8,0,0,4,0,0,1,-4.43701071851177
"yes",0,30.58333,3.2,0.1486019,396.2717,"yes","no",2,12,0,7,2,0,0,0,-1.70129185643194
"yes",0,27.83333,3.54,0.006866666,19.59,"no","no",2,3,1,0,4,0,0,1,2.50438856616929
"yes",0,49.16667,3.1144,0.008495376,21.465,"yes","no",1,154,0,6,1,0,0,0,3.64179129022737
"no",2,35,2.25,0.0005333333,0,"no","no",1,84,1,3,2,1,0,1,-2.33728503817528
"yes",1,48.66667,6,0.1770172,885.0858,"yes","no",3,114,1,19,2,1,0,1,-1.34288764504592
"no",11,24.58333,1.68,0.0007142857,0,"no","no",2,2,1,8,4,0,0,1,-5.57698376488672
"yes",0,29.58333,2.4,0.01527,29.95667,"no","no",1,18,1,8,4,1,0,1,-0.275401699599815
"yes",0,41.41667,3.2,0.01023563,26.87833,"no","no",1,16,1,2,4,0,0,1,-0.187722708739627
"yes",0,40.91667,6,0.07896433,394.5717,"yes","no",0,42,1,5,4,1,0,1,-2.14584985081029
"yes",0,22,1.75,0.6214691,906.3092,"no","no",0,2,1,0,4,0,0,1,1.39304292150679
"no",0,36,4.5,0.0002666667,0,"yes","no",2,228,1,0,4,0,0,1,-0.344070783210288
"yes",0,39.58333,2.5,0.1922148,400.4475,"no","no",0,12,1,4,4,1,0,1,4.10050735411318
"yes",0,31.58333,2.55,0.1429055,303.6742,"no","no",1,60,1,7,4,0,0,1,-4.682263546587
"yes",0,33.08333,3.26,0.05273589,143.0158,"no","no",0,37,1,18,2,0,0,0,-0.49124969704777
"yes",1,22.83333,3.6,0.04884167,146.4417,"no","no",0,30,1,20,5,0,1,1,-0.155842000166798
"no",0,35.41667,2.78,0.0004316547,0,"no","no",0,6,1,0,1,0,0,0,2.74179264773942
"yes",0,58.08333,4.4,0.02659568,97.18417,"yes","yes",1,132,1,12,1,0,0,0,3.88528409893183
"yes",0,38.75,3.2,0.01478031,38.9975,"yes","no",2,24,1,19,4,0,0,1,-2.64833033565048
"no",0,27.41667,1.6,0.00075,0,"yes","no",1,30,0,0,5,1,1,1,-0.636204613404178
"no",0,23.91667,1.636,0.0007334963,0,"no","no",1,13,1,0,5,0,1,1,3.62741349290628
"yes",0,30.08333,2.7,0.01248148,27.41667,"no","no",2,1,1,8,1,0,0,0,3.3732029094055
"yes",0,34.08333,3.5,0.06167429,179.7167,"yes","no",0,24,0,10,3,1,1,1,3.59388236981467
"yes",1,39.08333,3.4224,0.02909975,82.65916,"yes","no",0,41,1,12,3,1,1,1,3.62028563105798
"yes",0,38.41667,6.5,0.02921738,157.8442,"yes","no",3,60,1,9,1,1,0,0,2.83700598082399
"yes",0,20.5,2,0.038431,63.55167,"no","no",0,111,1,6,4,1,0,1,2.35663096012394
"yes",0,35.58333,3.58,0.0519919,154.8592,"yes","no",2,123,1,7,4,0,0,1,-1.36494530319132
"yes",0,25.91667,2.5,0.02125,44.02083,"no","no",0,25,1,10,4,0,0,1,-2.53058804811816
"yes",1,40.16667,2,0.2548275,424.6292,"yes","no",1,121,1,10,2,1,0,1,-0.789324355729205
"yes",0,30.58333,2.512,0.002627389,4.583333,"no","yes",3,36,0,4,4,0,0,1,-4.37074023364229
"no",0,39.33333,2.3004,0.0005216484,0,"no","yes",0,46,1,3,1,1,0,0,2.72886977862188
"no",0,22.58333,3.86,0.0003108808,0,"no","no",1,36,0,4,2,1,0,1,-1.78325395361924
"no",1,30.33333,2.18,0.0005504587,0,"no","yes",0,13,1,1,4,1,0,1,-1.25823542176742
"yes",0,33.58333,4.566,0.002146299,7.333333,"yes","no",0,94,1,19,2,1,0,1,-2.60338324486983
"no",5,23.91667,3.192,0.0003759399,0,"no","no",3,12,1,5,4,0,0,1,2.91532350135941
"yes",0,40.58333,4.6,0.02651261,101.2983,"yes","no",2,1,1,2,4,1,0,1,-3.98847847079403
"yes",0,32.83333,3.7,0.008998919,26.99667,"no","yes",0,60,1,7,1,1,0,0,2.59975257560405
"yes",0,48.25,3.7,0.1116186,344.1575,"yes","no",2,2,1,0,5,1,1,1,1.94723301453541
